UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
TOGOG,@MinakMegaow,2020-11-20T23:08:49.000Z,"TOGOG
@MinakMegaow
·
Nov 21, 2020","Bandara International Lombok dibenahi utk menyambut kejuaraan dunia balap MotoGP Mandalika yg akan berlangsung Oktober 2021.

Proyek pengembangan ini ditargetkan selesai pada Februari 2021
@jokowi
1",,,,1,['https://pbs.twimg.com/media/EnTXdLwVoAAsJeI?format=jpg&name=small'],https://twitter.com/MinakMegaow/status/1329924688462573568
Jerry The Fred™,@TheMornin9,2020-11-20T09:44:59.000Z,"Jerry The Fred™
@TheMornin9
·
Nov 20, 2020","asik bener sirkuit Portimao, naek turun..
Mandalika kalo dibikin kayak begini keren jg..
1
2",,1,,2,[],https://twitter.com/TheMornin9/status/1329722397251887105
Mandor Tambal Ban,@YB1VK,2020-11-20T11:26:40.000Z,"Mandor Tambal Ban
@YB1VK
·
Nov 20, 2020","Replying to 
@daffana
Eh kirain teasernya Mandalika...
1",,1,,,[],https://twitter.com/YB1VK/status/1329747986088247298
Creating Destinations,@ITDC_id,2020-11-20T02:19:10.000Z,"Creating Destinations
@ITDC_id
·
Nov 20, 2020","DPD RI mengunjungi dan melihat langsung proses konstruksi JKK yang sedang berlangsung, serta melakukan diskusi dan memberikan masukan dan dukungan akan persiapan perhelatan #IndonesianGP di Balawista, Kuta Beach Park, The Mandalika.
1",,1,,,[],https://twitter.com/ITDC_id/status/1329610204837683200
Dre!,@andrekelv,2020-11-20T16:38:26.000Z,"Dre!
@andrekelv
·
Nov 20, 2020","Replying to 
@detikcom
Lah gmna? Katanya kemaren fix? Seingt gue dana buat pembangunan mandalika ini ga dipotong loh buat anggaran covid, ko malah jadi cadangan?",,,,,[],https://twitter.com/andrekelv/status/1329826444713680898
TEMPO.CO,@tempodotco,2020-11-20T11:46:02.000Z,"TEMPO.CO
@tempodotco
·
Nov 20, 2020","MotoGP: Sirkuit Mandalika Target Selesai Pertengahan 2021, Jadi Sirkuit Tercepat https://sport.tempo.co/read/1407275/motogp-sirkuit-mandalika-target-selesai-pertengahan-2021-jadi-sirkuit-tercepat?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit… #TempoSport
sport.tempo.co
MotoGP: Sirkuit Mandalika Target Selesai Pertengahan 2021, Jadi Sirkuit Tercepat
Sirkuit Mandalika di Indonesia diharapkan siap menjadi tuan rumah balapan MotoGP pada pertengahan 2021.
1
1
3",,1,1,3,[],https://twitter.com/tempodotco/status/1329752860809039873
Flyin18T Motorsports,@Flyin18T,2020-11-20T09:33:34.000Z,"Flyin18T Motorsports
@Flyin18T
·
Nov 20, 2020",Indonesia's Mandalika MotoGP circuit ready for mid-2021 http://dlvr.it/Rm4GvV #MotoGP,,,,,['https://pbs.twimg.com/media/EnQc3ISVkAElH86?format=jpg&name=small'],https://twitter.com/Flyin18T/status/1329719525588156416
LinNasution,@LinNasution,2020-11-20T17:52:33.000Z,"LinNasution
@LinNasution
·
Nov 21, 2020","Lima Bali Baru ini meliputi Danau Toba di Sumatera Utara; Candi Borobudur di Magelang, Jawa Tengah; Mandalika di Lombok, Nusa Tenggara Barat; Labuan Bajo di Nusa Tenggara Timur; serta Likupang di Sulawesi Utara.
kerjha.com
Lima KSPN Super Prioritas: Menata Danau Toba Jadi Kian Berkelas (1) - Kerja Hasil
Kerjha ― Biar keindahan dan pesona Indonesia tak hanya identik dengan Pulau Dewata Bali, pemerintah mencanangkan lima Kawasan Strategis Pariwisata Nasional (KSPN) baru. Kondang dengan sebutan Lima...
1",,,1,,[],https://twitter.com/LinNasution/status/1329845098805301249
Telusur.co.id,@telusur_co_id,2020-11-20T09:09:00.000Z,"Telusur.co.id
@telusur_co_id
·
Nov 20, 2020","Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono optimis dukungan infrastruktur pada lima Kawasan Strategis Pariwisata Nasional (KSPN), yaitu Danau Toba, Borobudur, Mandalika, Labuan Bajo dan Manado Bitung-Likupang, selesai pada tahun 2021.
telusur.co.id
Menteri PUPR Optimis Penataan KSPN Super Prioritas Rampung Tahun Depan",,,,,['https://pbs.twimg.com/ad_img/1329708026501193728/FvSPm6br?format=jpg&name=small'],https://twitter.com/telusur_co_id/status/1329713341728747521
bintang selatan,@berteman_kopi,2020-11-20T12:37:09.000Z,"bintang selatan
@berteman_kopi
·
Nov 20, 2020","Replying to 
@kisendiRI81
 @bangZhack68
 and 
@RestyResseh
Woow...

Kodam Udayana yang wilayahnya meliputi Provinsi Bali, Nusa Tenggara Barat, dan Nusa Tenggara Timur.

Ada Mandalika disana...
2",,,,2,[],https://twitter.com/berteman_kopi/status/1329765726719152129
alin paling syeriuz,@sha8rina,2020-11-20T08:26:24.000Z,"alin paling syeriuz
@sha8rina
·
Nov 20, 2020","Halo 
@IndonesiaGaruda
 @pesonaid_travel
 !!Perkenalkan aku Alin, pada 17an kemarin aku solo travelling ke Lombok, salah satunya Desa Sade ini, senang sekali pas kesana aku melihat pernikahan antar suku yang khidmat dan meriah! Perjalananku mengitari desa Sade lalu ke Kuta Mandalika
alin paling syeriuz
@sha8rina
 · Aug 18, 2020
Lanjoet gan, beberapa kilo maju ke  Desa http://Sade.How lucky i am witnessing the wedding of Sasak tribe. Dari cerita kawin lari, nikah sama sepupu, bajunya mirip dengan adat Bali dan the hype #sadevillage #lombokbride
Show this thread
2",,2,,,"['https://pbs.twimg.com/profile_images/1461163948829405189/uIsYnnQS_mini.jpg', 'https://pbs.twimg.com/media/EfsERF6VoAEzBZa?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EfsERiwVAAIOlSv?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EfsERIcU0AALZGm?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EfsERr-U8AAo4Ig?format=jpg&name=360x360']",https://twitter.com/sha8rina/status/1329702623021174784
Roby Mirza,@RobyAMirza,2020-11-20T07:01:40.000Z,"Roby Mirza
@RobyAMirza
·
Nov 20, 2020","Replying to 
@Mzulkifli97
Gp mandalika Ntar ada bunyi Duarrrrr",,,,,[],https://twitter.com/RobyAMirza/status/1329681297959075840
Kisah Nusantara,@kisaahnusantara,2020-11-20T18:35:55.000Z,"Kisah Nusantara
@kisaahnusantara
·
Nov 21, 2020","Lima Bali Baru yaitu Danau Toba di Sumatera Utara; Candi Borobudur di Magelang, Jawa Tengah; Mandalika di Lombok, NTB; Labuan Bajo di NTT; serta Likupang di Sulawesi Utara. Seperti apa perkembangannya? 
@KemenBUMN
@jokowi
kerjha.com
Lima KSPN Super Prioritas: Menata Danau Toba Jadi Kian Berkelas (1) - Kerja Hasil
Kerjha ― Biar keindahan dan pesona Indonesia tak hanya identik dengan Pulau Dewata Bali, pemerintah mencanangkan lima Kawasan Strategis Pariwisata Nasional (KSPN) baru. Kondang dengan sebutan Lima...",,,,,[],https://twitter.com/kisaahnusantara/status/1329856014217211904
Belissimo,@__GoldenAngel_,2020-11-21T04:38:33.000Z,"Belissimo
@__GoldenAngel_
·
Nov 21, 2020","Sigap Membangun Negeri bersama 
@jokowi
 

Menteri PUPR Basuki Hadimuljono optimistis dukungan infrastruktur pada lima KSPN Super Prioritas, yakni Borobudur, Danau Toba, Mandalika, Labuan Bajo, dan Likupang-Manado-Bitung, akan selesai pada tahun 2021
1
17
43",,1,17,43,['https://pbs.twimg.com/media/EnUikG-VoAELN1G?format=jpg&name=small'],https://twitter.com/__GoldenAngel_/status/1330007671408271362
#GrazieVale,@myusuf8_,2020-11-21T05:37:19.000Z,"#GrazieVale
@myusuf8_
·
Nov 21, 2020","Moto2 Mandalika Racing Team 2021...
1",👀,,,1,"['https://pbs.twimg.com/media/EnUwXtsVEAMrWee?format=jpg&name=small', 'https://pbs.twimg.com/media/EnUwX38VgAAYsPQ?format=jpg&name=small']",https://twitter.com/myusuf8_/status/1330022457894346752
Suryade,@suryadelalu,2020-11-21T23:08:54.000Z,"Suryade
@suryadelalu
·
Nov 22, 2020","Situasi lokasi MotoGP Mandalika di Gerupuk.
NephiLaxmus
@NephiLaxmus
 · Nov 21, 2020
Syarat dan ketentuan berlaku:

""The real situation is that Indonesia will only be able to enter the calendar in 2021 if they finish building the circuit and if there is an available date in case another GP is cancelled""
1
1",,1,,1,"['https://pbs.twimg.com/ext_tw_video_thumb/1330287019147341827/pu/img/-GEW07Ob103Xiw_7.jpg', 'https://pbs.twimg.com/profile_images/1240411857304707074/tCFZ_mok_mini.jpg']",https://twitter.com/suryadelalu/status/1330287096947466247
Kodam IX/Udayana,@Kodam9Udayana,2020-11-21T07:41:10.000Z,"Kodam IX/Udayana
@Kodam9Udayana
·
Nov 21, 2020","Danrem 162/WB Pimpin Rapat Koordinasi Rencana Penghijauan Kawasan Mandalika

https://kodam-udayana.mil.id/detail-berita-umum/danrem-162wb-pimpin-rapat-koordinasi-rencana-penghijauan-kawasan-mandalika…
1",,,,1,"['https://pbs.twimg.com/media/EnVMuBsXEAAZH8G?format=jpg&name=small', 'https://pbs.twimg.com/media/EnVMuCKW8AAJhOx?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EnVMuCuXEAMBIhQ?format=jpg&name=360x360']",https://twitter.com/Kodam9Udayana/status/1330053626279157768
kumparan,@kumparan,2020-11-21T08:53:33.000Z,"kumparan
@kumparan
·
Nov 21, 2020","Sirkuit Mandalika bakal jadi salah satu sirkuit fenomenal di MotoGP. #kumparanSPORT
kumparan.com
Sirkuit Mandalika Bakal Jadi Salah Satu Trek MotoGP Tercepat
Sirkuit Mandalika bakal jadi salah satu sirkuit fenomenal di MotoGP. #kumparanSPORT
1
8",,1,,8,[],https://twitter.com/kumparan/status/1330071840853790726
Naufal Alfikri,@Noples08,2020-11-21T04:25:46.000Z,"Naufal Alfikri
@Noples08
·
Nov 21, 2020",Kuta Mandalika lueh apik seko foto foto sek beredar jebul #Sabtubersamabapak,,,,,[],https://twitter.com/Noples08/status/1330004453047451652
aruldagul,@Aruldagul,2020-11-21T06:33:04.000Z,"aruldagul
@Aruldagul
·
Nov 21, 2020","Nasi Balap Inaq Esun harus jadi makanan official Moto GP Mandalika
1",,1,,,[],https://twitter.com/Aruldagul/status/1330036489380634625
HIMAPAR FISIP UNRI,@himapar_fisipur,2020-11-21T11:11:12.000Z,"HIMAPAR FISIP UNRI
@himapar_fisipur
·
Nov 21, 2020","Kejuaraan dunia ini bisa kita tonton langsung loh. 
Iya seriusan bisa kita lihat secara langsung di Indonesia tepatnya di Mandalika, Lombok. 
Simak beritanya lebih lanjut di Blog @himaparadhiganasahitya ya !
.
1",,1,,,[],https://twitter.com/himapar_fisipur/status/1330106485049876480
Spartan Pariwisata,@SpartanWisata,2020-11-21T13:25:16.000Z,"Spartan Pariwisata
@SpartanWisata
·
Nov 21, 2020","Untuk rinciannya, pembangunan KSPN di Danau Toba senilai Rp 1,25 triliun, sudah terserap Rp 934 miliar atau 74 persen. Kemudian KSPN Borobudur terserap Rp 718 miliar atau 72 persen dari total anggaran Rp 991 miliar. Selanjutnya KSPN Mandalika dengan realisasi Rp 226 miliar atau
1",,1,,,[],https://twitter.com/SpartanWisata/status/1330140224240951299
Spartan Pariwisata,@SpartanWisata,2020-11-21T13:25:15.000Z,"Spartan Pariwisata
@SpartanWisata
·
Nov 21, 2020","KSPN super prioritas yang disebut dengan Lima Bali Baru itu, antara lain Danau Toba di Sumatera Utara; Borobudur di Magelang, Jawa Tengah; Candi Borobudur di Magelang, Jawa Tengah; Mandalika di Lombok, Nusa Tenggara Barat; Labuan Bajo di Nusa Tenggara Timur; serta
1",,1,,,[],https://twitter.com/SpartanWisata/status/1330140217509089283
Backpacker Indonesia,@idbcpr,2020-11-21T00:34:20.000Z,"Backpacker Indonesia
@idbcpr
·
Nov 21, 2020","Explore Kuta Mandalika Lombok, Lihat Cikal Bakal Sirkuit Mandalika NTB! [ Wisata Lombok ] - https://catperku.info/explore-kuta-mandalika-lombok/?wpwautoposter=1605918817…
1",,,1,,['https://pbs.twimg.com/media/EnTrCA1UwAA6V9K?format=jpg&name=small'],https://twitter.com/idbcpr/status/1329946212510810115
detiksport,@detiksport,2020-11-21T11:57:55.000Z,"detiksport
@detiksport
·
Nov 21, 2020","MotoGP Indonesia di Mandalika ditegaskan punya 'dua jika' agar bisa masuk ke kalender balapan MotoGP 2021. Begitu kata Dorna.
sport.detik.com
'2 jika' dari Dorna agar MotoGP Indonesia Masuk Kalender 2021
MotoGP Indonesia di Mandalika ditegaskan punya 'dua jika' agar bisa masuk ke kalender balapan MotoGP 2021. Begitu kata Dorna.
4
9",,,4,9,['https://pbs.twimg.com/card_img/1460726267041353730/mDGHUf_p?format=jpg&name=small'],https://twitter.com/detiksport/status/1330118239670722560
SuperBall.id,@tribunSUPERBALL,2020-11-21T00:24:07.000Z,"SuperBall.id
@tribunSUPERBALL
·
Nov 21, 2020","Bakal Siap pada Pertengahan Tahun 2021, Sirkuit Mandalika Cuma Jadi Trek Pengganti Nomor 3 https://bolasport.com/read/312436774/bakal-siap-pada-pertengahan-tahun-2021-sirkuit-mandalika-cuma-jadi-trek-pengganti-nomor-3…

Download aplikasi http://Bolasport.com untuk akses berita lebih mudah dan cepat:
Android:
https://t.co/Su2X8e5IpY
Bolasport: Berita Bola & Olahraga Terlengkap
Complete Football and Sports News from soccer leagues and Sports events BolaSport.com is here to meet the needs of Indonesian sports lovers for fast, in-depth and entertaining sport information. As a...",,,,,['https://pbs.twimg.com/card_img/1462066705983627269/BSJNMMy0?format=png&name=240x240'],https://twitter.com/tribunSUPERBALL/status/1329943640572010496
Spartan Pariwisata,@SpartanWisata,2020-11-21T13:25:16.000Z,"Spartan Pariwisata
@SpartanWisata
·
Nov 21, 2020","sebesar 69,36 persen untuk lima KSPN super prioritas yakni Borobudur, Danau Toba, Mandalika, Labuan bajo dan Likupang-Manado-Bitung,” kata Menteri Basuki.
1",,1,,,[],https://twitter.com/SpartanWisata/status/1330140222387056645
ika,@ikitita,2020-11-21T17:24:55.000Z,"ika
@ikitita
·
Nov 22, 2020","Ga sabar jalan2 jadinya.... Ada 5 Kawasan Strategis Pariwisata Nasional (KSPN) super prioritas yg rampung pd 2021, atau Lima Bali Baru adl Danau Toba di SumUt, Borobudur di JaTeng; Mandalika di, NTB; Labuan Bajo di NTT; Likupang-Manado-Bitung di SULut.
kerjha.com
Menengok Progres Penataan Lima Bali Baru - Kerja Hasil
Kerjha ― Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono optimistis dukungan infrastruktur pada lima Kawasan Strategis Pariwisata Nasional (KSPN) super prioritas akan rampung...",,,,,[],https://twitter.com/ikitita/status/1330200530711404547
SuperBall.id,@tribunSUPERBALL,2020-11-21T04:18:12.000Z,"SuperBall.id
@tribunSUPERBALL
·
Nov 21, 2020","Sirkuit Mandalika Masih Jadi Cadangan, CEO Dorna Sports Beri Sinyal Jadwal MotoGP Indonesia 2021 Belum Fix
sportfeat.bolasport.com
Sirkuit Mandalika Masih Jadi Cadangan, CEO Dorna Sports Beri Sinyal Jadwal MotoGP Indonesia 2021...
CEO Dorna Sport memberi sinyal jadwal MotoGP Indonesia 2021 masih belum fix karena status Sirkuit Mandalika yang masih jadi cadangan pada MotoGP 2021.",,,,,[],https://twitter.com/tribunSUPERBALL/status/1330002546866360321
Limbuk,@SastroGedek,2020-11-21T05:36:22.000Z,"Limbuk
@SastroGedek
·
Nov 21, 2020","Pemerintah mencanangkan lima Kawasan Strategis Pariwisata Nasional (KSPN) baru.Dengan sebutan Lima Bali Baru

meliputi
Danau Toba , Sumut
Candi Borobudur di Magelang, Mandalika di Lombok, NTB Labuan Bajo di NTT
Likupang di Sulawesi Utara.
@jokowi
kerjha.com
Lima KSPN Super Prioritas: Menata Danau Toba Jadi Kian Berkelas (1) - Kerja Hasil
Kerjha ― Biar keindahan dan pesona Indonesia tak hanya identik dengan Pulau Dewata Bali, pemerintah mencanangkan lima Kawasan Strategis Pariwisata Nasional (KSPN) baru. Kondang dengan sebutan Lima...",,,,,[],https://twitter.com/SastroGedek/status/1330022220639342592
قارينا,@mandalika_99,2020-11-21T16:17:27.000Z,"قارينا
@mandalika_99
·
Nov 21, 2020","Replying to 
@njaqillahn
haihlah kau ni nasib private HAHAHAHAHA
1",💎,1,,,[],https://twitter.com/mandalika_99/status/1330183553552969730
BolaSport.com,@bolasportdotcom,2020-11-21T00:24:12.000Z,"BolaSport.com
@bolasportdotcom
·
Nov 21, 2020","Bakal Siap pada Pertengahan Tahun 2021, Sirkuit Mandalika Cuma Jadi Trek Pengganti Nomor 3 https://bolasport.com/read/312436774/bakal-siap-pada-pertengahan-tahun-2021-sirkuit-mandalika-cuma-jadi-trek-pengganti-nomor-3…

Download aplikasi http://Bolasport.com untuk akses berita lebih mudah dan cepat:
Android:
https://t.co/QvBcUsJzKo
Bolasport: Berita Bola & Olahraga Terlengkap
Complete Football and Sports News from soccer leagues and Sports events BolaSport.com is here to meet the needs of Indonesian sports lovers for fast, in-depth and entertaining sport information. As a...",,,,,['https://pbs.twimg.com/card_img/1462066705983627269/BSJNMMy0?format=png&name=240x240'],https://twitter.com/bolasportdotcom/status/1329943659412746240
BolaSport.com,@bolasportdotcom,2020-11-21T04:18:17.000Z,"BolaSport.com
@bolasportdotcom
·
Nov 21, 2020","Sirkuit Mandalika Masih Jadi Cadangan, CEO Dorna Sports Beri Sinyal Jadwal MotoGP Indonesia 2021 Belum Fix
sportfeat.bolasport.com
Sirkuit Mandalika Masih Jadi Cadangan, CEO Dorna Sports Beri Sinyal Jadwal MotoGP Indonesia 2021...
CEO Dorna Sport memberi sinyal jadwal MotoGP Indonesia 2021 masih belum fix karena status Sirkuit Mandalika yang masih jadi cadangan pada MotoGP 2021.",,,,,[],https://twitter.com/bolasportdotcom/status/1330002569033203712
Opsiin,@opsiin,2020-11-21T08:38:01.000Z,"Opsiin
@opsiin
·
Nov 21, 2020","Bakal Siap pada Pertengahan Tahun 2021, Sirkuit Mandalika Cuma Jadi Trek Pengganti Nomor 3 - Bolasport https://ift.tt/3pW58GP",,,,,[],https://twitter.com/opsiin/status/1330067933297582086
Arbain Rambey,@arbainrambey,2020-11-22T21:33:38.000Z,"Arbain Rambey
@arbainrambey
·
Nov 23, 2020","Senja di Kuta Mandalika
@diIndonesiaaja
 @wonderfulIndonesia
The following media includes potentially sensitive content. Change settings
View
3
18",,,3,18,[],https://twitter.com/arbainrambey/status/1330625509865058304
Novendra Deje,@Vendra_Deje,2020-11-22T12:05:28.000Z,"Novendra Deje
@Vendra_Deje
·
Nov 22, 2020","Menteri PUPR optimis infrastruktur di lima Kawasan Strategis Pariwisata Nasional akan rampung pada 2021.

KSPN super prioritas Lima Bali Baru itu adlh Danau Toba Sumut; Borobudur Jateng; Mandalika NTB; Labuan Bajo NTT; serta Likupang-Manado-Bitung Sultra.
kerjha.com
Menengok Progres Penataan Lima Bali Baru - Kerja Hasil
Kerjha ― Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono optimistis dukungan infrastruktur pada lima Kawasan Strategis Pariwisata Nasional (KSPN) super prioritas akan rampung...
4
15",💮,,4,15,['https://pbs.twimg.com/card_img/1462206234501599234/YXKGq6u2?format=jpg&name=small'],https://twitter.com/Vendra_Deje/status/1330482529409921026
xxyayrdty,@thanatoosssss,2020-11-22T15:02:03.000Z,"xxyayrdty
@thanatoosssss
·
Nov 22, 2020","Sampai jumpa MotoGP 2021 Mandalika 
MotoGP™
@MotoGP
 · Nov 22, 2020
The end of an era 

@ValeYellow46 completes his last race in full factory blue 

#PortugueseGP 
2",🏁 😢 👏,,,2,"['https://pbs.twimg.com/profile_images/1319411648399089664/j1NXSCtV_mini.jpg', 'https://pbs.twimg.com/media/Enb4_caWMAEFQpk.jpg']",https://twitter.com/thanatoosssss/status/1330526966970249222
detikoto,@detikoto,2020-11-22T05:16:17.000Z,"detikoto
@detikoto
·
Nov 22, 2020","Mandalika Racing Team Pamer Desain Motor Balap, Ada Motif Batiknya
oto.detik.com
Mandalika Racing Team Pamer Desain Motor Balap, Ada Motif Batiknya
Mandalika Racing Team Indonesia memamerkan desain livery motor balapnya. Pada desain livery motor balapnya, tersemat motif batik sebagai ciri khas Indonesia.
1
4
12",,1,4,12,['https://pbs.twimg.com/card_img/1460758372643663872/t9WT5Gjq?format=jpg&name=small'],https://twitter.com/detikoto/status/1330379555102605312
Salmon,@sauruslicious,2020-11-22T14:56:40.000Z,"Salmon
@sauruslicious
·
Nov 22, 2020","Taun ngarep pengen nonton dovi neng mandalika kok malah pensiun :(
MotoGP™
@MotoGP
 · Nov 22, 2020
Thank you @AndreaDovizioso and @calcrutchlow! 

Two of the best to ever do it! We'll miss you next year! 

#PortugueseGP 
1
1",🏁 🥺 ❤,,1,1,"['https://pbs.twimg.com/profile_images/1319411648399089664/j1NXSCtV_mini.jpg', 'https://pbs.twimg.com/media/Enb4hOYXcAoh-Bn.jpg']",https://twitter.com/sauruslicious/status/1330525610070970369
IDNNews.id,@IDNNews_id,2020-11-22T17:27:02.000Z,"IDNNews.id
@IDNNews_id
·
Nov 23, 2020",Sirkuit Mandalika Akan Menjadi Salah Satu Trek Tercepat di MotoGP http://dlvr.it/RmCMDj,,,,,[],https://twitter.com/IDNNews_id/status/1330563451110912002
juple,@miripkevin,2020-11-22T14:52:43.000Z,"juple
@miripkevin
·
Nov 22, 2020",seri terakhir season 2020 udah kelar tapi sirkuit Mandalika masih belum keliatan bentukannya,,,,,[],https://twitter.com/miripkevin/status/1330524618843680771
𝗧𝐀𝙔Λ ia,@Hunipaws,2020-11-22T13:23:40.000Z,"𝗧𝐀𝙔Λ ia
@Hunipaws
·
Nov 22, 2020","Sirkuit mandalika cakep bgt pemandangannya aku kalo jd rider nya sih berenti ga lanjut balapan
1",,1,,,[],https://twitter.com/Hunipaws/status/1330502205867057152
,@aliffffaaa,2020-11-22T15:40:03.000Z,"@aliffffaaa
·
Nov 22, 2020",Ngeliat progress sirkuit mandalika + viewnya makin gak sabarrrrr utk beneran dipake race semoga gak ditunda2 trs race di mandalika!,👻 🤩,,,,[],https://twitter.com/aliffffaaa/status/1330536530671251466
W1N,@wish_14,2020-11-22T13:21:14.000Z,"W1N
@wish_14
·
Nov 22, 2020","MOTO GP Mandalika 2021, sedikit pesimis sih tapi semoga bisa selesai tepat waktu 
Bisa ketemuan sama Mir ahaaha",,,,,[],https://twitter.com/wish_14/status/1330501595977687041
¡tan kinda ia,@kkeiitan,2020-11-22T13:27:22.000Z,"¡tan kinda ia
@kkeiitan
·
Nov 22, 2020",Sumpah ya nundutan nonton balap teh wkwk giliran denger perkembangan mandalika aja langsung seger lagi hahah,,,,,[],https://twitter.com/kkeiitan/status/1330503140777463813
moon,@sendalnyahongjo,2020-11-22T13:17:28.000Z,"moon
@sendalnyahongjo
·
Nov 22, 2020","2021 mandalika sirkuit masuk ke list schedule motogp, bakal mahal gak ya tiketnya?
Murahan sepang atau mandalika?
1
2",🌕 🍀,1,2,,[],https://twitter.com/sendalnyahongjo/status/1330500647154839552
Dedy Aulia,@edshoot,2020-11-22T08:14:51.000Z,"Dedy Aulia
@edshoot
·
Nov 22, 2020","beuh..
Mandalika Racing Team Pamer Desain Motor Balap, Ada Motif Batiknya
oto.detik.com
Mandalika Racing Team Pamer Desain Motor Balap, Ada Motif Batiknya
Mandalika Racing Team Indonesia memamerkan desain livery motor balapnya. Pada desain livery motor balapnya, tersemat motif batik sebagai ciri khas Indonesia.",,,,,['https://pbs.twimg.com/card_img/1460758372643663872/t9WT5Gjq?format=jpg&name=small'],https://twitter.com/edshoot/status/1330424490895937537
billa,@hazellnuttee,2020-11-22T13:17:41.000Z,"billa
@hazellnuttee
·
Nov 22, 2020",gue kemana aja baru tau gp mandalika dibolehin thn 2021????,🦸,,,,[],https://twitter.com/hazellnuttee/status/1330500702204960768
Kegi,@kegiy,2020-11-22T11:57:33.000Z,"Kegi
@kegiy
·
Nov 22, 2020",ini mandalika racing team butuh team sosmed gak ya..,,,,,[],https://twitter.com/kegiy/status/1330480535404118016
bet,@cherryblueming,2020-11-22T13:19:46.000Z,"bet
@cherryblueming
·
Nov 22, 2020","""Ya terlambat itu bukan halangan yah...""
TERLAMBAT ITU HALANGAN BAPAK!! KAPAN INI MANDALIKA CIRCUIT JADINYAA",🍒,,,,[],https://twitter.com/cherryblueming/status/1330501228057530369
D I L L A,@rdillapurnama,2020-11-22T14:10:42.000Z,"D I L L A
@rdillapurnama
·
Nov 22, 2020",Mandalika jadiin please...,,,,,[],https://twitter.com/rdillapurnama/status/1330514045942837249
lol.,@Isyaamau,2020-11-22T13:19:07.000Z,"lol.
@Isyaamau
·
Nov 22, 2020","2021 nonton gp di Mandalika, bisa yok! ",😏,,,,[],https://twitter.com/Isyaamau/status/1330501064655659009
Ridho Anugrah,@mrdhngrh,2020-11-22T13:23:50.000Z,"Ridho Anugrah
@mrdhngrh
·
Nov 22, 2020","Sirkuit Mandalika ini view-nya bagus, tapi layoutnya kok ga keren ya...",,,,,[],https://twitter.com/mrdhngrh/status/1330502247537643525
Sinovacian,@dhe_mand,2020-11-22T13:19:42.000Z,"Sinovacian
@dhe_mand
·
Nov 22, 2020","Mandalika 2021 
@MotoGP
  semoga pandemi sudah bubar, otw kesana sekeluarga!",😍,,,,[],https://twitter.com/dhe_mand/status/1330501211263528962
Arifku,@arifku27,2020-11-22T15:00:19.000Z,"Arifku
@arifku27
·
Nov 22, 2020","Aahhhh mudah2an sirkuit mandalika lombok selesai tepat waktu, biar rossi ke balap di indo dulu sebelum pensiun :(
MotoGP™
@MotoGP
 · Nov 22, 2020
The end of an era 

@ValeYellow46 completes his last race in full factory blue 

#PortugueseGP 
1",💔 🏁 😢 👏,1,,,"['https://pbs.twimg.com/profile_images/1319411648399089664/j1NXSCtV_mini.jpg', 'https://pbs.twimg.com/media/Enb4_caWMAEFQpk.jpg']",https://twitter.com/arifku27/status/1330526532142592001
Ollie,@rainbowsalt24,2020-11-22T13:24:46.000Z,"Ollie
@rainbowsalt24
·
Nov 22, 2020",jdi pengen nonton Moto GP di Mandalika thn dpn ,😼 🏍 🏍 🏍,,,,[],https://twitter.com/rainbowsalt24/status/1330502484712779776
Pandemi Belum Usai,@mank_tyaaa,2020-11-22T13:23:19.000Z,"Pandemi Belum Usai
@mank_tyaaa
·
Nov 22, 2020","Sirkuit mandalika belum jadi gitu, pantesan aja msh masuk reserve list ",😅,,,,[],https://twitter.com/mank_tyaaa/status/1330502119099547648
Khamaludin Rinaldie,@KhamaludinR,2020-11-22T13:25:42.000Z,"Khamaludin Rinaldie
@KhamaludinR
·
Nov 22, 2020","Emmm masih abu-abu ni Mandalika GP?
1",,1,,,[],https://twitter.com/KhamaludinR/status/1330502721343008768
Kusuma Loka,@kusuma_loka,2020-11-22T13:19:08.000Z,"Kusuma Loka
@kusuma_loka
·
Nov 22, 2020","@NugiePratomo
 lg dibahas nih wak soal mandalika di live motogp trans7
1
1
1",,1,1,1,[],https://twitter.com/kusuma_loka/status/1330501065293373445
Made Putra Danahita,@putradanahita,2020-11-22T13:21:33.000Z,"Made Putra Danahita
@putradanahita
·
Nov 22, 2020","Moto GP mandalika ini tiketnya masih Ghoib 
1",😂 😂,1,,,[],https://twitter.com/putradanahita/status/1330501675564593152
survival mode,@em_kazwini,2020-11-22T14:23:14.000Z,"survival mode
@em_kazwini
·
Nov 22, 2020","Balapan yg membosankan,,tipe sirkuit yg membosankan....
Cocok utk havefun tp bukan buat touring...
Trllu extrem hingga membuat pebalap susah buat saling overtake..,,
Smoga Mandalika tdk sperti inj
#motogp",,,,,[],https://twitter.com/em_kazwini/status/1330517198352371714
